iter	Passed	Remaining
515	2365	2218
516	2370	2214
517	2374	2209
518	2379	2204
519	2383	2200
520	2387	2195
521	2392	2190
522	2396	2186
523	2401	2181
524	2405	2176
525	2410	2172
526	2414	2166
527	2419	2162
528	2424	2158
529	2428	2153
530	2433	2149
531	2437	2144
532	2441	2139
533	2446	2134
534	2451	2130
535	2455	2125
536	2460	2121
537	2465	2116
538	2469	2111
539	2473	2107
540	2478	2102
541	2482	2097
542	2486	2093
543	2491	2088
544	2495	2083
545	2499	2078
546	2504	2074
547	2509	2069
548	2513	2065
549	2518	2060
550	2523	2056
551	2527	2051
552	2532	2046
553	2536	2041
554	2540	2037
555	2545	2032
556	2549	2027
557	2553	2022
558	2558	2018
559	2562	2013
560	2567	2008
561	2571	2004
562	2575	1999
563	2580	1994
564	2585	1990
565	2589	1985
566	2594	1981
567	2598	1976
568	2602	1971
569	2607	1966
570	2611	1962
571	2615	1957
572	2620	1952
573	2625	1948
574	2629	1943
575	2634	1939
576	2640	1935
577	2644	1930
578	2648	1925
579	2653	1921
580	2658	1916
581	2662	1912
582	2667	1907
583	2671	1903
584	2676	1898
585	2681	1894
586	2686	1890
587	2692	1886
588	2696	1881
589	2701	1877
590	2705	1872
591	2710	1867
592	2714	1863
593	2719	1858
594	2723	1853
595	2727	1849
596	2732	1844
597	2736	1839
598	2740	1834
599	2745	1830
600	2749	1825
601	2753	1820
602	2758	1815
603	2762	1811
604	2767	1806
605	2771	1801
606	2775	1797
607	2780	1792
608	2785	1788
609	2789	1783
610	2794	1778
611	2798	1774
612	2802	1769
613	2807	1764
614	2811	1760
615	2815	1755
616	2820	1750
617	2825	1746
618	2829	1741
619	2834	1737
620	2838	1732
621	2843	1727
622	2848	1723
623	2852	1718
624	2856	1714
625	2861	1709
626	2865	1704
627	2869	1699
628	2874	1695
629	2878	1690
630	2883	1686
631	2888	1681
632	2892	1676
633	2896	1672
634	2902	1668
635	2907	1663
636	2911	1659
637	2915	1654
638	2920	1649
639	2924	1644
640	2929	1640
641	2933	1635
642	2937	1630
643	2942	1626
644	2946	1621
645	2950	1616
646	2955	1612
647	2959	1607
648	2964	1603
649	2968	1598
650	2973	1593
651	2977	1589
652	2982	1584
653	2986	1580
654	2990	1575
655	2995	1570
656	2999	1566
657	3004	1561
658	3009	1557
659	3013	1552
660	3017	1547
661	3022	1543
662	3026	1538
663	3030	1533
664	3035	1529
665	3039	1524
666	3044	1519
667	3048	1515
668	3052	1510
669	3057	1505
670	3062	1501
671	3066	1496
672	3070	1492
673	3075	1487
674	3079	1482
675	3084	1478
676	3088	1473
677	3092	1468
678	3097	1464
679	3102	1459
680	3106	1455
681	3110	1450
682	3115	1445
683	3119	1441
684	3124	1436
685	3128	1432
686	3132	1427
687	3137	1422
688	3152	1423
689	3157	1418
690	3161	1413
691	3165	1409
692	3170	1404
693	3176	1400
694	3180	1395
695	3185	1391
696	3190	1386
697	3194	1382
698	3199	1377
699	3203	1373
700	3208	1368
701	3212	1363
702	3217	1359
703	3222	1355
704	3226	1350
705	3231	1345
706	3235	1341
707	3239	1336
708	3244	1331
709	3248	1326
710	3252	1322
711	3257	1317
712	3261	1312
713	3265	1308
714	3270	1303
715	3274	1298
716	3279	1294
717	3283	1289
718	3287	1284
719	3292	1280
720	3297	1275
721	3301	1271
722	3305	1266
723	3311	1262
724	3315	1257
725	3319	1252
726	3324	1248
727	3329	1243
728	3333	1239
729	3338	1234
730	3342	1230
731	3346	1225
732	3351	1220
733	3355	1215
734	3359	1211
735	3364	1206
736	3368	1201
737	3372	1197
738	3377	1192
739	3381	1188
740	3386	1183
741	3390	1179
742	3395	1174
743	3399	1169
744	3404	1165
745	3409	1160
746	3413	1156
747	3418	1151
748	3422	1146
749	3426	1142
750	3431	1137
751	3435	1132
752	3440	1128
753	3445	1124
754	3449	1119
755	3453	1114
756	3458	1110
757	3462	1105
758	3466	1100
759	3471	1096
760	3476	1091
761	3480	1087
762	3485	1082
763	3489	1077
764	3493	1073
765	3498	1068
766	3503	1064
767	3507	1059
768	3512	1055
769	3516	1050
770	3520	1045
771	3525	1041
772	3529	1036
773	3533	1031
774	3538	1027
775	3542	1022
776	3547	1018
777	3551	1013
778	3555	1008
779	3560	1004
780	3565	999
781	3569	995
782	3574	990
783	3578	986
784	3583	981
785	3587	976
786	3592	972
787	3596	967
788	3601	963
789	3605	958
790	3609	953
791	3614	949
792	3619	944
793	3624	940
794	3628	935
795	3633	931
796	3637	926
797	3641	921
798	3646	917
799	3650	912
800	3655	908
801	3659	903
802	3664	899
803	3669	894
804	3673	889
805	3678	885
806	3683	880
807	3687	876
808	3692	871
809	3697	867
810	3701	862
811	3706	858
812	3710	853
813	3715	848
814	3720	844
815	3724	839
816	3729	835
817	3733	830
818	3738	826
819	3742	821
820	3747	817
821	3751	812
822	3756	807
823	3760	803
824	3764	798
825	3769	794
826	3773	789
827	3778	784
828	3782	780
829	3787	775
830	3791	771
831	3795	766
832	3800	761
833	3804	757
834	3808	752
835	3813	748
836	3817	743
837	3821	738
838	3826	734
839	3831	729
840	3835	725
841	3840	720
842	3844	715
843	3848	711
844	3853	706
845	3857	702
846	3862	697
847	3868	693
848	3873	688
849	3877	684
850	3882	679
851	3886	675
852	3891	670
853	3895	665
854	3900	661
855	3904	656
856	3908	652
857	3913	647
858	3917	643
859	3921	638
860	3925	633
861	3930	629
862	3935	624
863	3939	620
864	3943	615
865	3948	610
866	3953	606
867	3957	601
868	3961	597
869	3966	592
870	3970	588
871	3975	583
872	3979	578
873	3983	574
874	3988	569
875	3992	565
876	3996	560
877	4001	556
878	4005	551
879	4010	546
880	4014	542
881	4018	537
882	4023	533
883	4028	528
884	4032	524
885	4037	519
886	4041	514
887	4045	510
888	4050	505
889	4054	501
890	4059	496
891	4063	492
892	4068	487
893	4072	482
894	4077	478
895	4081	473
896	4086	469
897	4090	464
898	4095	460
899	4099	455
900	4104	450
901	4108	446
902	4113	441
903	4117	437
904	4122	432
905	4126	428
906	4130	423
907	4135	419
908	4139	414
909	4144	409
910	4149	405
911	4152	400
912	4157	396
913	4162	391
914	4166	387
915	4171	382
916	4176	378
917	4180	373
918	4185	368
919	4190	364
920	4194	359
921	4198	355
922	4204	350
923	4209	346
924	4213	341
925	4217	337
926	4222	332
927	4227	327
928	4232	323
929	4236	318
930	4241	314
931	4245	309
932	4250	305
933	4255	300
934	4259	296
935	4264	291
936	4268	287
937	4273	282
938	4277	277
939	4282	273
940	4286	268
941	4290	264
942	4295	259
943	4299	255
944	4304	250
945	4308	245
946	4312	241
947	4317	236
948	4321	232
949	4326	227
950	4331	223
951	4336	218
952	4341	214
953	4345	209
954	4350	204
955	4354	200
956	4359	195
957	4364	191
958	4368	186
959	4373	182
960	4377	177
961	4382	173
962	4386	168
963	4391	163
964	4395	159
965	4399	154
966	4404	150
967	4408	145
968	4413	141
969	4417	136
970	4422	132
971	4426	127
972	4431	122
973	4435	118
974	4439	113
975	4444	109
976	4448	104
977	4453	100
978	4458	95
979	4462	91
980	4466	86
981	4471	81
982	4475	77
983	4480	72
984	4484	68
985	4488	63
986	4493	59
987	4498	54
988	4502	50
989	4506	45
990	4511	40
991	4515	36
992	4519	31
993	4523	27
994	4528	22
995	4532	18
996	4537	13
997	4541	9
998	4546	4
999	4550	0
