iter	RMSE
220	16.25758606
221	16.25500746
222	16.25188472
223	16.24704488
224	16.23689132
225	16.23085901
226	16.22101664
227	16.21751195
228	16.21408167
229	16.20874968
230	16.20503382
231	16.19496469
232	16.1930228
233	16.18350093
234	16.17312799
235	16.16351571
236	16.15994437
237	16.14959539
238	16.14126288
239	16.13395387
240	16.12732823
241	16.11845364
242	16.11375751
243	16.10688049
244	16.09631446
245	16.09371739
246	16.08902833
247	16.08556867
248	16.07355193
249	16.0679587
250	16.06467885
251	16.05920606
252	16.05449837
253	16.04980639
254	16.0411593
255	16.03553123
256	16.02632816
257	16.0183511
258	16.01450018
259	16.01226816
260	16.00732585
261	16.00271639
262	15.99705644
263	15.98784056
264	15.98259511
265	15.97228795
266	15.96352354
267	15.95930012
268	15.95477852
269	15.94859127
270	15.94402788
271	15.9327915
272	15.92739425
273	15.92077638
274	15.91459847
275	15.91215762
276	15.90459753
277	15.89512797
278	15.89221749
279	15.88662444
280	15.88273684
281	15.87515236
282	15.86864671
283	15.86272677
284	15.85577678
285	15.85019733
286	15.84347855
287	15.83714269
288	15.8325159
289	15.82414444
290	15.81748563
291	15.8125065
292	15.80318008
293	15.79780255
294	15.78931673
295	15.78118761
296	15.77286888
297	15.77007526
298	15.76483799
299	15.75622027
300	15.7518336
301	15.74938332
302	15.74295713
303	15.73394614
304	15.72975888
305	15.72426394
306	15.72114046
307	15.71340794
308	15.7081595
309	15.69979538
310	15.69087582
311	15.68154301
312	15.67728779
313	15.67503481
314	15.66742149
315	15.65756713
316	15.65546521
317	15.6514283
318	15.64419783
319	15.63455609
320	15.62703475
321	15.62126036
322	15.61839246
323	15.61110394
324	15.6053967
325	15.60110893
326	15.59676669
327	15.59206711
328	15.58927144
329	15.58567517
330	15.57699102
331	15.56784304
332	15.56286331
333	15.56067938
334	15.55423691
335	15.54571623
336	15.54003269
337	15.53226792
338	15.5272394
339	15.52112787
340	15.51816885
341	15.51446613
342	15.50716573
343	15.50085712
344	15.49698045
345	15.49140814
346	15.48203704
347	15.47514925
348	15.47383595
349	15.46776608
350	15.46038599
351	15.45510915
352	15.44833404
353	15.44601374
354	15.44179901
355	15.43599819
356	15.43026715
357	15.4260568
358	15.42133982
359	15.41729609
360	15.41318945
361	15.40888661
362	15.40434434
363	15.39585196
364	15.38900995
365	15.38012968
366	15.37549698
367	15.37286816
368	15.36526446
369	15.36036155
370	15.35612234
371	15.35309519
372	15.34529381
373	15.33712253
374	15.33059521
375	15.32214783
376	15.31718497
377	15.31175376
378	15.30702887
379	15.29910772
380	15.29550626
381	15.28734625
382	15.28396615
383	15.27949512
384	15.27435089
385	15.26805225
386	15.26304998
387	15.25742312
388	15.24948757
389	15.24231859
390	15.23860526
391	15.23579025
392	15.23039531
393	15.22639219
394	15.2235439
395	15.21992753
396	15.21612253
397	15.21315868
398	15.21064249
399	15.20496623
400	15.20222147
401	15.19826313
402	15.19540941
403	15.18852999
404	15.18213799
405	15.17559638
406	15.1701328
407	15.16781079
408	15.16455367
409	15.15897743
410	15.15731341
411	15.15417672
412	15.15173924
413	15.15056254
414	15.14516105
415	15.13864095
416	15.13131683
417	15.12380616
418	15.11566222
419	15.11362188
420	15.10779893
421	15.10325828
422	15.09823297
423	15.09678282
424	15.0915591
425	15.08852271
426	15.08279598
427	15.07659409
428	15.07166206
429	15.0693264
430	15.06036074
431	15.053187
432	15.05083412
433	15.04600704
434	15.04311058
435	15.03651057
436	15.03381664
437	15.02907471
438	15.02323909
439	15.01683237
440	15.01058768
441	15.00711644
442	15.00376297
443	14.99867083
444	14.99105974
445	14.98664185
446	14.98229585
447	14.97410635
448	14.96906207
449	14.96410852
450	14.95680194
451	14.952496
452	14.95153149
453	14.94737721
454	14.94213284
455	14.93883047
456	14.93196546
457	14.92701581
458	14.92106176
459	14.9179973
460	14.91193473
461	14.90567336
462	14.90236877
463	14.89671461
464	14.89203797
465	14.88834592
466	14.88642429
467	14.88552661
468	14.88314232
469	14.87882557
470	14.87484437
471	14.87143428
472	14.86766703
473	14.862195
474	14.86071027
475	14.85779968
476	14.85058787
477	14.84479506
478	14.83989604
479	14.83741898
480	14.83306257
481	14.82826911
482	14.82498203
483	14.82067098
484	14.81683758
485	14.81308214
486	14.80908241
487	14.802847
488	14.79795282
489	14.79251102
490	14.78689058
491	14.78250452
492	14.77860651
493	14.77275233
494	14.76636024
495	14.76122783
496	14.75458869
497	14.74841414
498	14.74234989
499	14.73841479
500	14.73400545
501	14.73075724
502	14.72836623
503	14.7239346
504	14.71921454
505	14.71654277
506	14.70962923
507	14.70380871
508	14.70256875
509	14.69725181
510	14.69283878
511	14.68617557
512	14.68478189
513	14.68093704
514	14.67445875
515	14.66671858
516	14.65741392
517	14.65343031
518	14.65143072
519	14.64739051
520	14.64422398
521	14.64017073
522	14.63852672
523	14.63384318
524	14.62643507
525	14.62141595
526	14.61749941
527	14.61136183
528	14.60830036
529	14.60730216
530	14.60293074
531	14.60069584
532	14.59641523
533	14.59060059
534	14.58453468
535	14.58360044
536	14.57873616
537	14.57043939
538	14.56565789
539	14.55979218
540	14.55702079
541	14.55357609
542	14.54903995
543	14.54336339
544	14.53591884
545	14.53364293
546	14.52841145
547	14.52295747
548	14.51952782
549	14.51232679
550	14.50749793
551	14.50202047
552	14.49966311
553	14.49689562
554	14.49338331
555	14.48820854
556	14.48249084
557	14.48125108
558	14.4773022
559	14.47460274
560	14.46957604
561	14.46839497
562	14.46459284
563	14.45966722
564	14.45662918
565	14.45229529
566	14.44744629
567	14.44477399
568	14.44164566
569	14.43772976
570	14.43421615
571	14.42960127
572	14.42620122
573	14.4209599
574	14.41644532
575	14.41450554
576	14.41043685
577	14.40618065
578	14.40329349
579	14.39948113
580	14.39421147
581	14.38898218
582	14.38423534
583	14.38217487
584	14.37829287
585	14.3724393
586	14.36863417
587	14.36504827
588	14.36049876
589	14.35628882
590	14.35152579
591	14.34737318
592	14.34506855
593	14.3408398
594	14.33641548
595	14.33105999
596	14.32600183
597	14.32077542
598	14.31683931
599	14.31296561
600	14.31031827
601	14.3021711
602	14.29932023
603	14.29449636
604	14.28914272
605	14.28784044
606	14.28428502
607	14.28125913
608	14.27787954
609	14.27453893
610	14.27062268
611	14.26660734
612	14.2606946
613	14.25879359
614	14.25624835
615	14.25207203
616	14.24926733
617	14.24752234
618	14.24165862
619	14.23806884
620	14.234216
621	14.23167073
622	14.22604027
623	14.22262176
624	14.21900987
625	14.21513035
626	14.20884235
627	14.20661658
628	14.20439444
629	14.20281947
630	14.19908964
631	14.19338986
632	14.18976716
633	14.18760342
634	14.18338362
635	14.17874186
636	14.17359932
637	14.17226368
638	14.17022143
639	14.16550451
640	14.16420137
641	14.16208416
642	14.15813167
643	14.15450175
644	14.15411397
645	14.15287256
646	14.14822657
647	14.14733282
648	14.14286318
649	14.14127043
650	14.13996914
651	14.13592612
652	14.13197321
653	14.12619255
654	14.12393774
655	14.12187036
656	14.11749428
657	14.11509429
658	14.1102416
659	14.10846101
660	14.10621172
661	14.10258495
662	14.09620863
663	14.09453022
664	14.08784136
665	14.08592361
666	14.08244835
667	14.07765396
668	14.07219134
669	14.06575931
670	14.06233274
671	14.05745226
672	14.05380386
673	14.05184361
674	14.0500688
675	14.04412871
676	14.03942062
677	14.03475774
678	14.02950571
679	14.0248417
680	14.0241748
681	14.02158022
682	14.01693344
683	14.01489541
684	14.00907567
685	14.0059651
686	14.00354019
687	13.99963827
688	13.99668046
689	13.99325221
690	13.99016118
691	13.98530645
692	13.98446271
693	13.97981677
694	13.97511301
695	13.96862965
696	13.96410266
697	13.9569366
698	13.95240632
699	13.94855444
700	13.94336313
701	13.93815964
702	13.9350397
703	13.93091272
704	13.92718624
705	13.92456719
706	13.922017
707	13.92069329
708	13.91540318
709	13.91203217
710	13.91163249
711	13.90804176
712	13.90209049
713	13.89808686
714	13.8958271
715	13.89299729
716	13.89214785
717	13.88988708
718	13.88589357
719	13.88138814
720	13.87747785
721	13.87413402
722	13.86966079
723	13.86715831
724	13.86500611
725	13.86269908
726	13.85924862
727	13.85661575
728	13.85145675
729	13.84768133
730	13.84207018
731	13.83399909
732	13.82974301
733	13.82835779
734	13.82548804
735	13.82100569
736	13.81802056
737	13.81566398
738	13.81193762
739	13.80743765
740	13.80410825
741	13.80182153
742	13.80093859
743	13.79823169
744	13.79519622
745	13.79298829
746	13.79103474
747	13.78554887
748	13.77982602
749	13.77536322
750	13.77136485
751	13.76966661
752	13.764645
753	13.7600684
754	13.75712982
755	13.75294112
756	13.75117576
757	13.74918641
758	13.74849429
759	13.74578927
760	13.74105912
761	13.73575927
762	13.7314641
763	13.72880292
764	13.7270029
765	13.72206819
766	13.7207705
767	13.71676077
768	13.71141992
769	13.70956824
770	13.70592057
771	13.70241884
772	13.70112989
773	13.69991381
774	13.69704953
775	13.69457634
776	13.69080386
777	13.69004953
778	13.68800819
779	13.68392869
780	13.68194393
781	13.67935847
782	13.67466875
783	13.67113182
784	13.66871878
785	13.66667702
786	13.66420567
787	13.65885639
788	13.65601386
789	13.65538829
790	13.65087076
791	13.64766188
792	13.64514912
793	13.64156719
794	13.63762753
795	13.63532131
796	13.633088
797	13.63145251
798	13.62731983
799	13.62292459
800	13.62045628
801	13.61672912
802	13.61207284
803	13.60832266
804	13.6072706
805	13.60400693
806	13.59874528
807	13.59540208
808	13.5921152
809	13.5903867
810	13.5865492
811	13.5833577
812	13.58173168
813	13.57743287
814	13.57271752
815	13.57125331
816	13.56862844
817	13.56622788
818	13.56137457
819	13.5598155
820	13.55817697
821	13.55505754
822	13.55202268
823	13.55044986
824	13.54743649
825	13.54426058
826	13.53947239
827	13.53433038
828	13.5305079
829	13.52518402
830	13.52272069
831	13.52136738
832	13.51888884
833	13.51368542
834	13.5127202
835	13.50916526
836	13.50537947
837	13.50040515
838	13.49548643
839	13.49215587
840	13.48955701
841	13.48404696
842	13.48167902
843	13.48034992
844	13.47835694
845	13.47481874
846	13.47019168
847	13.46744571
848	13.46385534
849	13.46009132
850	13.45797843
851	13.45575271
852	13.45356772
853	13.45241209
854	13.44780366
855	13.44626943
856	13.44511361
857	13.44346069
858	13.43823633
859	13.43487807
860	13.43116517
861	13.42718502
862	13.42570416
863	13.42380679
864	13.42049316
865	13.41861897
866	13.41502979
867	13.40956816
868	13.40714137
869	13.40575823
870	13.40481236
871	13.40440287
872	13.40113863
873	13.39770867
874	13.3940697
875	13.39234555
876	13.38943516
877	13.38615456
878	13.38254747
879	13.37964511
880	13.37791657
881	13.37595745
882	13.3731625
883	13.37002369
884	13.3667629
885	13.36261018
886	13.35983334
887	13.35788521
888	13.35600139
889	13.35324113
890	13.34894739
891	13.34868112
892	13.34649126
893	13.34488574
894	13.34152856
895	13.34049241
896	13.33676501
897	13.33150798
898	13.33032774
899	13.32661862
900	13.32401984
901	13.32236277
902	13.31970568
903	13.31781691
904	13.31448054
905	13.31226286
906	13.30667456
907	13.30415977
908	13.29969267
909	13.29590508
910	13.29182183
911	13.29115321
912	13.28924789
913	13.28611566
914	13.28398935
915	13.28111186
916	13.27656959
917	13.27353359
918	13.26863377
919	13.26779142
920	13.26583881
921	13.26227032
922	13.25988652
923	13.25731739
924	13.25412441
925	13.2490659
926	13.24750769
927	13.24443477
928	13.24306797
929	13.23862654
930	13.23650911
931	13.23274467
932	13.22785664
933	13.22444438
934	13.22094121
935	13.21887692
936	13.21649275
937	13.2120995
938	13.21001385
939	13.20681104
940	13.20554204
941	13.20333977
942	13.19965816
943	13.19810467
944	13.19507247
945	13.19449152
946	13.19004442
947	13.18755839
948	13.18604555
949	13.18340835
950	13.18103914
951	13.17744834
952	13.17397476
953	13.1723532
954	13.16905156
955	13.16601753
956	13.16411226
957	13.16360568
958	13.15766624
959	13.15543366
960	13.15395809
961	13.15153729
962	13.14706564
963	13.14404455
964	13.14218416
965	13.13876802
966	13.13611152
967	13.13353046
968	13.12953346
969	13.12667681
970	13.12508836
971	13.12271861
972	13.11851035
973	13.11648468
974	13.11530426
975	13.11130669
976	13.10883541
977	13.10553267
978	13.10323234
979	13.09673926
980	13.09399577
981	13.09016274
982	13.08768414
983	13.08681124
984	13.08414747
985	13.08112147
986	13.07931652
987	13.07224087
988	13.0707662
989	13.06871569
990	13.06575719
991	13.06267625
992	13.05904593
993	13.05771723
994	13.05576164
995	13.05363463
996	13.05078238
997	13.04779848
998	13.04530682
999	13.03989657
